Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
3,Arlington,Tarrant_TX,TX,84.2,48,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Rodeo,Contra Costa_CA,CA,54,57,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Utica,Oneida_NY,NY,30,66,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Hayward,Alameda_CA,CA,62.1,46,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
3,Castro Valley,Alameda_CA,CA,73,53,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Maryland Heights,St. Louis County_MO,MO,66,47,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Mechanicsville,Hanover_VA,VA,57,93,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,53,77,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Saint George,Washington_UT,UT,46,73,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Tracy,San Joaquin_CA,CA,80,34,10,10,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,80,85,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Montgomeryville,Montgomery_PA,PA,86,48,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
3,Haverhill,Essex_MA,MA,33,92,2,12,0.03,Light Snow,FALSE,FALSE,FALSE,twilight
2,Wharton,Morris_NJ,NJ,14,67,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Spartanburg,Spartanburg_SC,SC,45,100,2,5,0,Fog,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,62.1,60,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Sandy,Salt Lake_UT,UT,71,38,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Burnsville,Dakota_MN,MN,35.6,70,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,El Paso,El Paso_TX,TX,93,21,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Ladson,Berkeley_SC,SC,46,35,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,North Stonington,New London_CT,CT,35.1,85,2.5,10.4,0.16,Heavy Rain,FALSE,FALSE,FALSE,day
3,Spartanburg,Spartanburg_SC,SC,44.6,66,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Hammonton,Atlantic_NJ,NJ,75,96,10,3.5,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,64,21,7,7,0,Fair,FALSE,FALSE,FALSE,day
3,Hillside,Cook_IL,IL,71.1,61,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Fallbrook,San Diego_CA,CA,55.9,87,8,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Newberry,Newberry_SC,SC,87.8,31,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Malvern,Chester_PA,PA,77,21,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,44.1,96,3,6.9,0,Overcast,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,68,78,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Bessemer,Jefferson_AL,AL,73.9,91,7,0,0,Clear,FALSE,FALSE,FALSE,day
3,Charlotte,Mecklenburg_NC,NC,53.6,67,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
4,Wendover,Tooele_UT,UT,54,43,9,40.3,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,73,51,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Fairmount City,Clarion_PA,PA,77,74,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,37.9,60,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,55.9,64,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,Franklin,Heard_GA,GA,91,54,10,8.1,0,Scattered Clouds,FALSE,TRUE,FALSE,day
2,Beaverton,Washington_OR,OR,48,83,10,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,76,85,10,17,0,Fair,FALSE,FALSE,TRUE,twilight
2,Lombard,DuPage_IL,IL,48.9,52,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,80.1,76,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,88,46,10,9,0,Fair,FALSE,FALSE,TRUE,day
3,Raleigh,Wake_NC,NC,86,65,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,72,43,10,20.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,West Babylon,Suffolk_NY,NY,82.9,47,10,15,0,Clear,TRUE,FALSE,FALSE,day
2,Auburn,Worcester_MA,MA,57.9,56,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,62,93,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Salinas,Monterey_CA,CA,59,69,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Avondale,Maricopa_AZ,AZ,69.8,21,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Florence,Florence_SC,SC,77,52,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,Raleigh,Wake_NC,NC,72,76,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,78,71,8,15,0,Light Rain,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,32,87,10,0,0,Partly Cloudy,FALSE,TRUE,FALSE,day
3,Albany,Albany_NY,NY,34,89,0.5,4.6,0.02,Light Snow,FALSE,FALSE,FALSE,twilight
2,Richmond,Contra Costa_CA,CA,87.1,33,7,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Del Mar,San Diego_CA,CA,61,67,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,72,68,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
3,North Charleston,Charleston_SC,SC,39.9,77,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,68,76,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Ontario,San Bernardino_CA,CA,66,78,8,0,0,Clear,FALSE,FALSE,FALSE,day
3,Fulton,Callaway_MO,MO,45,74,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Cerritos,Los Angeles_CA,CA,61,60,7,0,0,Clear,FALSE,FALSE,FALSE,day
3,Broomfield,Broomfield_CO,CO,23.2,84,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Ontario,San Bernardino_CA,CA,62.1,56,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Baton Rouge,East Baton Rouge_LA,LA,39.9,86,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Flint,Genesee_MI,MI,12,67,7,23,0,Overcast,FALSE,FALSE,FALSE,day
3,Harrisburg,Dauphin_PA,PA,46.9,52,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Bancroft,Portage_WI,WI,7.3,65,7,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,44.1,28,10,10.4,0,Clear,TRUE,FALSE,FALSE,day
3,Medway,Clark_OH,OH,37.2,74,10,8.1,0,Overcast,TRUE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,78,84,10,10,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Grand Prairie,Dallas_TX,TX,77,26,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,84.7,33,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,59,100,2,0,0,Light Rain,FALSE,FALSE,FALSE,twilight
2,Astoria,Queens_NY,NY,64.9,84,6,6.9,0.01,Light Rain,TRUE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,73.9,73,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,46.9,71,10,11.5,0,Light Rain,FALSE,FALSE,FALSE,day
2,East Syracuse,Onondaga_NY,NY,24.1,96,0.5,6.9,0.01,Snow,FALSE,FALSE,FALSE,twilight
2,Flint,Genesee_MI,MI,46,96,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Fallon,Churchill_NV,NV,52,57,10,22,0,Cloudy / Windy,FALSE,FALSE,FALSE,twilight
3,Elk River,Sherburne_MN,MN,52,83,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,44,73,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,55,80,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Minneapolis,Anoka_MN,MN,46,76,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,82,58,10,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,65,93,3,10,0.17,Light Rain,FALSE,FALSE,FALSE,day
2,Norristown,Montgomery_PA,PA,87.8,46,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Chester,Chesterfield_VA,VA,91,55,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,95,38,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,30,75,8,26.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,74.8,93,10,3.5,0.03,Light Thunderstorms and Rain,FALSE,FALSE,TRUE,day
2,Hacienda Heights,Los Angeles_CA,CA,71,78,8,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Titusville,Brevard_FL,FL,69.3,100,10,8.1,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Albuquerque,Bernalillo_NM,NM,62.6,14,10,10.4,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,95,46,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
2,Foristell,St. Charles_MO,MO,68,46,10,5.8,0,Clear,TRUE,FALSE,FALSE,twilight
3,Conroe,Montgomery_TX,TX,73,100,3,9,0.01,T-Storm,FALSE,FALSE,FALSE,day
2,Wheaton,Dupage_IL,IL,37.9,68,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Alexandria,Douglas_MN,MN,41,79,10,18.4,0.05,Overcast,FALSE,FALSE,FALSE,twilight
2,Milwaukee,Milwaukee_WI,WI,61,58,10,15,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
4,Grove City,Franklin_OH,OH,53.6,100,3,6.9,0,Rain,FALSE,FALSE,TRUE,day
2,Dayton,Montgomery_OH,OH,61,90,8,8.1,0.06,Light Rain,FALSE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,61,24,10,18.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Yuba City,Sutter_CA,CA,46,63,2,0,0,Haze,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.4,74,7,0,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Travelers Rest,Greenville_SC,SC,73,61,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,55,100,0.2,0,0.05,Light Rain,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,75.9,30,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,New Holland,Lancaster_PA,PA,62,86,10,3,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Bremerton,Kitsap_WA,WA,39.2,87,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Flint,Genesee_MI,MI,3.9,84,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Hawthorne,Putnam_FL,FL,72,61,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Nashville,Davidson_TN,TN,79,79,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,West Covina,Los Angeles_CA,CA,37.4,81,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Davis,Yolo_CA,CA,60.8,31,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Palm Harbor,Pinellas_FL,FL,55,59,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,82,56,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Roxbury,Suffolk_MA,MA,73,41,10,11.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Kankakee,Kankakee_IL,IL,24,73,10,9,0,Light Rain,FALSE,FALSE,FALSE,day
2,Suisun City,Solano_CA,CA,47.8,81,10,9.2,0,Overcast,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,92,44,10,5,0,Fair,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,87,57,10,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Downey,Los Angeles_CA,CA,81,58,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Weehawken,Hudson_NJ,NJ,81,49,10,3,0,Fair,FALSE,FALSE,TRUE,day
2,Bolingbrook,Will_IL,IL,70.3,87,7,0,0,Overcast,FALSE,FALSE,FALSE,day
4,Ellicott City,Howard_MD,MD,65,70,10,0,0,Cloudy,TRUE,FALSE,FALSE,twilight
2,Seattle,King_WA,WA,79,24,10,12,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Richardson,Dallas_TX,TX,44.6,76,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Glendale,Maricopa_AZ,AZ,57.2,36,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Rockford,Wright_MN,MN,56.5,95,2.5,0,0,Mist,FALSE,FALSE,FALSE,twilight
3,Lithia Springs,Douglas_GA,GA,69.1,100,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Morrisville,Wake_NC,NC,86,67,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Mesquite,Dallas_TX,TX,78.8,42,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Surprise,Maricopa_AZ,AZ,54.3,21,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,89,47,10,17,0,Fair,FALSE,FALSE,TRUE,day
2,Dresher,Montgomery_PA,PA,77,94,7,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Fort Lauderdale,Broward_FL,FL,84,76,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,69.8,94,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Garden City,Nassau_NY,NY,21.9,55,10,18.4,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,73,84,10,0,0,Cloudy,FALSE,FALSE,TRUE,day
2,Kansas City,Clay_MO,MO,28,38,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Leo,Allen_IN,IN,61,94,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,San Antonio,Bexar_TX,TX,32.4,72,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Green Lane,Montgomery_PA,PA,59,100,9,3.5,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Latham,Albany_NY,NY,60,72,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,89.1,14,10,5.8,0,Clear,FALSE,FALSE,TRUE,twilight
3,Frederick,Frederick_MD,MD,86,31,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,San Antonio,Bexar_TX,TX,73.9,30,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Bridgeport,Mono_CA,CA,52,50,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,50,89,1,6,0,Light Rain,TRUE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,80.6,79,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Santa Ana,Orange_CA,CA,75,64,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,81,50,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Covina,Los Angeles_CA,CA,77,50,10,8.1,0,Clear,FALSE,FALSE,TRUE,night
2,Seattle,King_WA,WA,64.9,34,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Las Vegas,Clark_NV,NV,54,25,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
3,Layton,Davis_UT,UT,45.1,46,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,28,45,10,0,0,Clear,TRUE,FALSE,FALSE,night
2,Sacramento,Sacramento_CA,CA,77,40,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,98.1,31,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Detroit,Wayne_MI,MI,33.1,52,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
4,Vienna,Fairfax County_VA,VA,52,80,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Campbell,Santa Clara_CA,CA,61,67,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Corona,Riverside_CA,CA,44.1,89,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,San Diego,San Diego_CA,CA,68,84,9,8.1,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Tucson,Pima_AZ,AZ,44.2,70,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Livermore,Alameda_CA,CA,36,97,0.25,0,0,Fog,TRUE,FALSE,FALSE,twilight
3,Balch Springs,Dallas_TX,TX,84.2,70,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,75.2,25,9,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Dunnigan,Yolo_CA,CA,52,83,10,5.8,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,44,93,4,10,0.05,Rain,TRUE,FALSE,FALSE,twilight
2,Escondido,San Diego_CA,CA,61,81,8,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Hammond,Lake_IN,IN,18.5,79,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Hammond,Tangipahoa_LA,LA,68,73,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Orlando,Orange_FL,FL,63,63,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Memphis,Shelby_TN,TN,19,74,10,21,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,day
3,Baton Rouge,East Baton Rouge_LA,LA,72,59,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Vacaville,Solano_CA,CA,54,17,10,6,0,Fair,FALSE,FALSE,FALSE,twilight
2,Greensboro,Guilford_NC,NC,37.9,76,10,5.8,0,Light Rain,FALSE,FALSE,TRUE,day
3,Columbia,Richland_SC,SC,93.9,43,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,60.8,48,9,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Elkhorn,Douglas_NE,NE,82.6,55,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Memphis,Shelby_TN,TN,71.1,32,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Laguna Hills,Orange_CA,CA,68,52,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Hagerstown,Washington_MD,MD,44.1,63,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,66.9,81,3,4.6,0,Haze,FALSE,FALSE,FALSE,day
3,Warwick,Kent_RI,RI,52,93,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,75.9,26,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Nashville,Davidson_TN,TN,87.1,51,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,78.1,93,5,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Broadway,Rockingham_VA,VA,42.8,76,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,night
3,Sylmar,Los Angeles_CA,CA,77,50,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
3,Hayward,Alameda_CA,CA,66,63,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,73.9,91,4,9.2,0.04,Rain,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,45,71,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Fishers,Hamilton_IN,IN,64.4,100,7,8.1,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Pittsburgh,Allegheny_PA,PA,28.9,96,1.8,6.9,0,Light Snow,FALSE,FALSE,FALSE,day
3,Thurman,Fremont_IA,IA,40,90,10,17,0,Cloudy,FALSE,FALSE,FALSE,night
2,Greenland,Rockingham_NH,NH,72,57,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Redwood City,San Mateo_CA,CA,60.8,82,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Mira Loma,Riverside_CA,CA,57,87,6,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,64,65,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Newark,Alameda_CA,CA,44.6,81,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Livermore,Alameda_CA,CA,55.9,97,1.8,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,93,47,10,15,0,Clear,FALSE,FALSE,FALSE,day
3,Citrus Heights,Sacramento_CA,CA,48.2,87,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
2,Kansas City,Jackson_MO,MO,82,76,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,71.1,93,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Morton,Tazewell_IL,IL,54,47,10,20,0,Cloudy,FALSE,TRUE,TRUE,day
2,Queen Creek,Maricopa_AZ,AZ,53.6,72,20,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
2,Gardena,Los Angeles_CA,CA,75,64,5,10,0,Fair,FALSE,FALSE,FALSE,day
3,San Antonio,Bexar_TX,TX,57.2,94,10,19.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Upland,San Bernardino_CA,CA,59,93,4,6.9,0,Light Drizzle,FALSE,FALSE,FALSE,day
3,Newark,Essex_NJ,NJ,62.1,78,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Miami,Miami-Dade_FL,FL,84.9,59,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Altura,Winona_MN,MN,55,63,10,6,0,Fair,FALSE,FALSE,FALSE,night
3,Orange Park,Clay_FL,FL,66.2,100,9,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Glen Gardner,Hunterdon_NJ,NJ,59,100,5,11.5,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Salt Lake City,Salt Lake_UT,UT,94,17,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Marrero,Jefferson_LA,LA,77,100,4,12,0.21,Light Rain with Thunder,TRUE,FALSE,FALSE,day
3,Fallbrook,San Diego_CA,CA,43,80,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Irvine,Orange_CA,CA,81,52,9,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Upland,San Bernardino_CA,CA,64.9,61,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Cross Plains,Robertson_TN,TN,59,35,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75,55,10,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,44,82,10,3,0,Fair,FALSE,FALSE,FALSE,day
3,Milpitas,Santa Clara_CA,CA,62.1,50,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Tampa,Hillsborough_FL,FL,83.7,46,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,80,56,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Sylmar,Los Angeles_CA,CA,79,44,10,10,0,Fair,FALSE,FALSE,FALSE,day
3,Albuquerque,Bernalillo_NM,NM,25,58,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
3,Memphis,Shelby_TN,TN,77,39,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,69,45,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Warrensburg,Warren_NY,NY,72,91,10,9,0,Light Rain,FALSE,FALSE,FALSE,day
2,Encino,Los Angeles_CA,CA,62.1,43,10,10.4,0,Clear,TRUE,FALSE,FALSE,day
2,Lititz,Lancaster_PA,PA,39.9,58,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,75.9,85,5,20.7,0.02,Rain,FALSE,FALSE,FALSE,day
4,Miami,Miami-Dade_FL,FL,75,66,10,4.6,0,Partly Cloudy,TRUE,FALSE,FALSE,night
3,Baldwin Park,Los Angeles_CA,CA,82.4,45,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Chicago,Cook_IL,IL,73,66,10,12.7,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Lake Zurich,Lake_IL,IL,95,40,10,9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,San Jose,Santa Clara_CA,CA,39,70,10,0,0,Fair,TRUE,FALSE,FALSE,day
3,Madison,Dane_WI,WI,64.9,73,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Burbank,Los Angeles_CA,CA,48,89,3,6,0.11,Heavy Rain,FALSE,FALSE,FALSE,night
2,Brooklyn,Kings_NY,NY,84.2,42,10,5.8,0.01,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,84,72,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Somers,Westchester_NY,NY,60,64,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
3,Defuniak Springs,Walton_FL,FL,79.9,54,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Chattanooga,Hamilton_TN,TN,66.9,26,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,55.9,57,10,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,night
3,Glendale,Los Angeles_CA,CA,80.1,16,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Antioch,Davidson_TN,TN,54,55,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
